,profit
10175,0.06702552778700621
10176,0.06702552778700621
10177,0.06702552778700621
10178,0.06702552778700621
10179,0.06702552778700621
10180,0.06702552778700621
10181,0.06702552778700621
10182,0.06702552778700621
10183,0.06702552778700621
10184,0.06702552778700621
10185,0.06702552778700621
10186,0.06702552778700621
10187,0.06702552778700621
10188,0.06702552778700621
10189,0.06702552778700621
10190,0.06702552778700621
10191,0.06702552778700621
10192,0.06702552778700621
10193,0.06702552778700621
10194,0.06702552778700621
10195,0.06702552778700621
10196,0.06702552778700621
10197,0.06702552778700621
10198,0.06702552778700621
10199,0.06702552778700621
10200,0.06702552778700621
10201,0.06702552778700621
10202,0.06702552778700621
10203,0.06702552778700621
10204,0.06702552778700621
10205,0.06702552778700621
10206,0.06702552778700621
10207,0.06702552778700621
10208,0.06702552778700621
10209,0.06702552778700621
10210,0.06702552778700621
10211,0.06702552778700621
10212,0.06702552778700621
10213,0.06702552778700621
10214,0.06702552778700621
10215,0.06702552778700621
10216,0.06702552778700621
10217,0.06702552778700621
10218,0.06702552778700621
10219,0.06702552778700621
10220,0.06702552778700621
10221,0.06702552778700621
10222,0.06702552778700621
10223,0.06702552778700621
10224,0.06702552778700621
10225,0.06702552778700621
10226,0.06702552778700621
10227,0.06702552778700621
10228,0.06702552778700621
10229,0.06702552778700621
10230,0.06702552778700621
10231,0.06702552778700621
10232,0.06702552778700621
10233,0.06702552778700621
10234,0.06702552778700621
10235,0.06702552778700621
10236,0.06702552778700621
10237,0.06702552778700621
10238,0.06702552778700621
10239,0.06702552778700621
10240,0.06702552778700621
10241,0.06702552778700621
10242,0.06702552778700621
10243,0.06702552778700621
10244,0.06702552778700621
10245,0.06702552778700621
10246,0.06702552778700621
10247,0.06702552778700621
10248,0.06702552778700621
10249,0.06702552778700621
10250,0.06702552778700621
10251,0.06702552778700621
10252,0.06702552778700621
10253,0.06702552778700621
10254,0.06702552778700621
10255,0.06702552778700621
10256,0.06702552778700621
10257,0.06702552778700621
10258,0.06702552778700621
10259,0.06702552778700621
10260,0.06702552778700621
10261,0.06702552778700621
10262,0.06702552778700621
10263,0.06702552778700621
10264,0.06702552778700621
10265,0.06702552778700621
10266,0.06702552778700621
10267,0.06702552778700621
10268,0.06702552778700621
10269,0.06702552778700621
10270,0.06702552778700621
10271,0.06702552778700621
10272,0.06702552778700621
10273,0.06702552778700621
10274,0.06702552778700621
10275,0.06702552778700621
10276,0.06702552778700621
10277,0.06702552778700621
10278,0.06702552778700621
10279,0.06702552778700621
10280,0.06702552778700621
10281,0.06702552778700621
10282,0.06702552778700621
10283,0.06702552778700621
10284,0.06702552778700621
10285,97.07959852778825
10286,97.07959852778825
10287,97.07959852778825
10288,97.07959852778825
10289,97.07959852778825
10290,97.07959852778825
10291,97.07959852778825
10292,97.07959852778825
10293,97.07959852778825
10294,97.07959852778825
10295,97.07959852778825
10296,97.07959852778825
10297,97.07959852778825
10298,97.07959852778825
10299,97.07959852778825
10300,97.07959852778825
10301,97.07959852778825
10302,97.07959852778825
10303,97.07959852778825
10304,97.07959852778825
10305,97.07959852778825
10306,97.07959852778825
10307,97.07959852778825
10308,97.07959852778825
10309,97.07959852778825
10310,97.07959852778825
10311,97.07959852778825
10312,97.07959852778825
10313,97.07959852778825
10314,97.07959852778825
10315,97.07959852778825
10316,97.07959852778825
10317,97.07959852778825
10318,97.07959852778825
10319,97.07959852778825
10320,97.07959852778825
10321,97.07959852778825
10322,97.07959852778825
10323,97.07959852778825
10324,97.07959852778825
10325,97.07959852778825
10326,97.07959852778825
10327,97.07959852778825
10328,97.07959852778825
10329,97.07959852778825
10330,97.07959852778825
10331,97.07959852778825
10332,97.07959852778825
10333,97.07959852778825
10334,97.07959852778825
10335,97.07959852778825
10336,97.07959852778825
10337,97.07959852778825
10338,97.07959852778825
10339,97.07959852778825
10340,97.07959852778825
10341,97.07959852778825
10342,97.07959852778825
10343,97.07959852778825
10344,97.07959852778825
10345,97.07959852778825
10346,97.07959852778825
10347,97.07959852778825
10348,97.07959852778825
10349,97.07959852778825
10350,97.07959852778825
10351,97.07959852778825
10352,97.07959852778825
10353,97.07959852778825
10354,97.07959852778825
10355,97.07959852778825
10356,97.07959852778825
10357,97.07959852778825
10358,97.07959852778825
10359,97.07959852778825
10360,97.07959852778825
10361,97.07959852778825
10362,97.07959852778825
10363,97.07959852778825
10364,97.07959852778825
10365,97.07959852778825
10366,97.07959852778825
10367,97.07959852778825
10368,97.07959852778825
10369,97.07959852778825
10370,97.07959852778825
10371,97.07959852778825
10372,97.07959852778825
10373,97.07959852778825
10374,97.07959852778825
10375,97.07959852778825
10376,97.07959852778825
10377,97.07959852778825
10378,97.07959852778825
10379,97.07959852778825
10380,97.07959852778825
10381,97.07959852778825
10382,97.07959852778825
10383,97.07959852778825
10384,97.07959852778825
10385,97.07959852778825
10386,97.07959852778825
10387,97.07959852778825
10388,97.07959852778825
10389,97.07959852778825
10390,97.07959852778825
10391,97.07959852778825
10392,97.07959852778825
10393,97.07959852778825
10394,97.07959852778825
10395,97.07959852778825
10396,97.07959852778825
10397,97.07959852778825
10398,97.07959852778825
10399,97.07959852778825
10400,97.07959852778825
10401,97.07959852778825
10402,97.07959852778825
10403,97.07959852778825
10404,97.07959852778825
10405,97.07959852778825
10406,97.07959852778825
10407,97.07959852778825
10408,97.07959852778825
10409,97.07959852778825
10410,97.07959852778825
10411,97.07959852778825
10412,97.07959852778825
10413,97.07959852778825
10414,97.07959852778825
10415,97.07959852778825
10416,97.07959852778825
10417,97.07959852778825
10418,97.07959852778825
10419,97.07959852778825
10420,97.07959852778825
10421,97.07959852778825
10422,97.07959852778825
10423,97.07959852778825
10424,97.07959852778825
10425,97.07959852778825
10426,97.07959852778825
10427,97.07959852778825
10428,97.07959852778825
10429,97.07959852778825
10430,97.07959852778825
10431,97.07959852778825
10432,97.07959852778825
10433,97.07959852778825
10434,97.07959852778825
10435,97.07959852778825
10436,97.07959852778825
10437,97.07959852778825
10438,97.07959852778825
10439,97.07959852778825
10440,97.07959852778825
10441,97.07959852778825
10442,97.07959852778825
10443,97.07959852778825
10444,97.07959852778825
10445,97.07959852778825
10446,97.07959852778825
10447,97.07959852778825
10448,97.07959852778825
10449,97.07959852778825
10450,97.07959852778825
10451,97.07959852778825
10452,97.07959852778825
10453,97.07959852778825
10454,97.07959852778825
10455,97.07959852778825
10456,97.07959852778825
10457,97.07959852778825
10458,97.07959852778825
10459,97.07959852778825
10460,97.07959852778825
10461,97.07959852778825
10462,97.07959852778825
10463,97.07959852778825
10464,97.07959852778825
10465,97.07959852778825
10466,97.07959852778825
10467,97.07959852778825
10468,97.07959852778825
10469,97.07959852778825
10470,97.07959852778825
10471,97.07959852778825
10472,97.07959852778825
10473,97.07959852778825
10474,97.07959852778825
10475,97.07959852778825
10476,97.07959852778825
10477,97.07959852778825
10478,97.07959852778825
10479,97.07959852778825
10480,97.07959852778825
10481,97.07959852778825
10482,97.07959852778825
10483,97.07959852778825
10484,97.07959852778825
10485,97.07959852778825
10486,97.07959852778825
10487,97.07959852778825
10488,97.07959852778825
10489,97.07959852778825
10490,97.07959852778825
10491,97.07959852778825
10492,97.07959852778825
10493,97.07959852778825
10494,97.07959852778825
10495,97.07959852778825
10496,97.07959852778825
10497,97.07959852778825
10498,97.07959852778825
10499,97.07959852778825
10500,97.07959852778825
10501,97.07959852778825
10502,97.07959852778825
10503,97.07959852778825
10504,97.07959852778825
10505,97.07959852778825
10506,97.07959852778825
10507,97.07959852778825
10508,97.07959852778825
10509,97.07959852778825
10510,97.07959852778825
10511,97.07959852778825
10512,97.07959852778825
10513,97.07959852778825
10514,97.07959852778825
10515,97.07959852778825
10516,97.07959852778825
10517,97.07959852778825
10518,97.07959852778825
10519,97.07959852778825
10520,97.07959852778825
10521,97.07959852778825
